   0,1488405600,    0,    0
   1,1488409200,    0,    0
   2,1488412800,    0,    0
   3,1488416400,    0,    0
   4,1488420000,    0,    0
   5,1488423600,    0,    0
   6,1488427200,    0,    0
   7,1488430800,    0,    0
   8,1488434400,    0,    0
   9,1488438000,    0,    0
  10,1488441600,    0,    0
  11,1488445200,    0,    0
  12,1488448800,    0,    0
  13,1488452400,    0,    0
  14,1488456000,    0,    0
  15,1488459600,    0,    0
  16,1488463200,    0,    0
  17,1488466800,    0,    0
  18,1488470400,    0,    0
  19,1488474000,    0,    0
  20,1488477600,    0,    0
  21,1488481200,    0,    0
  22,1488484800,    0,    0
  23,1488488400,    0,    0
  24,1488492000,    0,    0
  25,1488495600,    0,    0
  26,1488499200,    0,    0
  27,1488502800,    0,    0
  28,1488506400,    0,    0
  29,1488510000,    0,    0
  30,1488513600,    0,    0
  31,1488517200,    0,    0
  32,1488520800,    0,    0
  33,1488524400,    0,    0
  34,1488528000,    0,    0
  35,1488531600,    0,    0
  36,1488535200,    0,    0
  37,1488538800,    0,    0
  38,1488542400,    0,    0
  39,1488546000,    0,    0
  40,1488549600,    0,    0
  41,1488553200,    0,    0
  42,1488556800,    0,    0
  43,1488560400,    0,    0
  44,1488564000,    0,    0
  45,1488567600,    0,    0
  46,1488571200,    0,    0
  47,1488574800,    0,    0
  48,1488578400,    0,    0
  49,1488582000,    0,    0
  50,1488585600,    0,    0
  51,1488589200,    0,    0
  52,1488592800,    0,    0
  53,1488596400,    0,    0
  54,1488600000,    0,    0
  55,1488603600,    0,    0
  56,1488607200,    0,    0
  57,1488610800,    0,    0
  58,1488614400,    0,    0
  59,1488618000,    0,    0
  60,1488621600,    0,    0
  61,1488625200,    0,    0
  62,1488628800,    0,    0
  63,1488632400,    0,    0
  64,1488636000,    0,    0
  65,1488639600,    0,    0
  66,1488643200,    0,    0
  67,1488646800,    0,    0
  68,1488650400,    0,    0
  69,1488654000,    0,    0
  70,1488657600,    0,    0
  71,1488661200,    0,    0
  72,1488664800,    0,    0
  73,1488668400,    0,    0
  74,1488672000,    0,    0
  75,1488675600,    0,    0
  76,1488679200,    0,    0
  77,1488682800,    0,    0
  78,1488686400,    0,    0
  79,1488690000,    0,    0
  80,1488693600,    0,    0
  81,1488697200,    0,    0
  82,1488700800,    0,    0
  83,1488704400,    0,    0
  84,1488708000,    0,    0
  85,1488711600,    0,    0
  86,1488715200,    0,    0
  87,1488718800,    0,    0
  88,1488722400,    0,    0
  89,1488726000,    0,    0
  90,1488729600,    0,    0
  91,1488733200,    0,    0
  92,1488736800,    0,    0
  93,1488740400,    0,    0
  94,1488744000,    0,    0
  95,1488747600,    0,    0
  96,1488751200,    0,    0
  97,1488754800,    0,    0
  98,1488758400,    0,    0
  99,1488762000,    0,    0
 100,1488765600,    0,    0
 101,1488769200,    0,    0
 102,1488772800,    0,    0
 103,1488776400,    0,    0
 104,1488780000,    0,    0
 105,1488783600,    0,    0
 106,1488787200,    0,    0
 107,1488790800,    0,    0
 108,1488794400,    0,    0
 109,1488798000,    0,    0
 110,1488801600,    0,    0
 111,1488805200,    0,    0
 112,1488808800,    0,    0
 113,1488812400,    0,    0
 114,1488816000,    0,    0
 115,1488819600,    0,    0
 116,1488823200,    0,    0
 117,1488826800,    0,    0
 118,1488830400,    0,    0
 119,1488834000,    0,    0
 120,1488837600,    0,    0
 121,1488841200,    0,    0
 122,1488844800,    0,    0
 123,1488848400,    0,    0
 124,1488852000,    0,    0
 125,1488855600,    0,    0
 126,1488859200,    0,    0
 127,1488862800,    0,    0
 128,1488866400,    0,    0
 129,1488870000,    0,    0
 130,1488873600,    0,    0
 131,1488877200,    0,    0
 132,1488880800,    0,    0
 133,1488884400,    0,    0
 134,1488888000,    0,    0
 135,1488891600,    0,    0
 136,1488895200,    0,    0
 137,1488898800,    0,    0
 138,1488902400,    0,    0
 139,1488906000,    0,    0
 140,1488909600,    0,    0
 141,1488913200,    0,    0
 142,1488916800,    0,    0
 143,1488920400,    0,    0
 144,1488924000,    0,    0
 145,1488927600,    0,    0
 146,1488931200,    0,    0
 147,1488934800,    0,    0
 148,1488938400,    0,    0
 149,1488942000,    0,    0
 150,1488945600,    0,    0
 151,1488949200,    0,    0
 152,1488952800,    0,    0
 153,1488956400,    0,    0
 154,1488960000,    0,    0
 155,1488963600,    0,    0
 156,1488967200,    0,    0
 157,1488970800,    0,    0
 158,1488974400,    0,    0
 159,1488978000,    0,    0
 160,1488981600,    0,    0
 161,1488985200,    0,    0
 162,1488988800,    0,    0
 163,1488992400,    0,    0
 164,1488996000,    0,    0
 165,1488999600,    0,    0
 166,1489003200,    0,    0
 167,1489006800,    0,    0
 168,1489010400,    0,    0
 169,1489014000,    0,    0
 170,1489017600,    0,    0
 171,1489021200,    0,    0
 172,1489024800,    0,    0
 173,1489028400,    0,    0
 174,1489032000,    0,    0
 175,1489035600,    0,    0
 176,1489039200,    0,    0
 177,1489042800,    0,    0
 178,1489046400,    0,    0
 179,1489050000,    0,    0
 180,1489053600,    0,    0
 181,1489057200,    0,    0
 182,1489060800,    0,    0
 183,1489064400,    0,    0
 184,1489068000,    0,    0
 185,1489071600,    0,    0
 186,1489075200,    0,    0
 187,1489078800,    0,    0
 188,1489082400,    0,    0
 189,1489086000,    0,    0
 190,1489089600,    0,    0
 191,1489093200,    0,    0
